Displacement_mm,Axial_Force_N
4.160000e-04,6.391130e+06
4.165000e-04,6.398370e+06
4.170000e-04,6.405610e+06
4.175000e-04,6.412860e+06
4.180000e-04,6.420100e+06
4.185000e-04,6.427340e+06
4.190000e-04,6.434580e+06
4.195000e-04,6.441820e+06
4.200000e-04,6.449060e+06
4.205000e-04,6.456300e+06
4.210000e-04,6.463530e+06
4.215000e-04,6.470770e+06
4.220000e-04,6.478000e+06
4.225000e-04,6.485230e+06
4.230000e-04,6.492470e+06
4.235000e-04,6.499700e+06
4.240000e-04,6.506930e+06
4.245000e-04,6.514160e+06
4.250000e-04,6.521380e+06
4.255000e-04,6.528610e+06
4.260000e-04,6.535840e+06
4.265000e-04,6.543060e+06
4.270000e-04,6.550280e+06
4.275000e-04,6.557510e+06
4.280000e-04,6.564730e+06
4.285000e-04,6.571950e+06
4.290000e-04,6.579170e+06
4.295000e-04,6.586390e+06
4.300000e-04,6.593600e+06
4.305000e-04,6.600820e+06
4.310000e-04,6.608030e+06
4.315000e-04,6.615250e+06
4.320000e-04,6.622460e+06
4.325000e-04,6.629670e+06
4.330000e-04,6.636880e+06
4.335000e-04,6.644090e+06
4.340000e-04,6.651300e+06
